tweet,sentiment,highlight
Bt fidne bt fidne😂😂 ,Positive,None
Bta3rfo shou l helo bhayda l ta2es? ,Positive,None
Btaaerfo adde l maths helo wa2ta tkouno aam tefhamo shu aam teketbo w hek?😻😻 ,Positive,None
BTESTEHAL! KTIR HELWE YA OMME.,Positive,None
Chaklo nabil sar chater bel Teswir 👍🏼👌🏻 ,Positive,None
Charlie Sheen ktir awe. Charlie Sheen ktiirr ktiir awe bi two and a half men,Positive,None
Chou 7elo w2ta m7alelt l prgram siyese tb3 l otv kif btebkh3oun wahad wahad,Positive,None
Chou awe tevez,Positive,None
Chou awe the GoalKeeper,Positive,None
Chou bheb bas ez3ouj l3alam. :) ,Positive,None
Chou bo2tet de7ek eza bykhsaro l brazil 3a ardon bi awal game,Positive,None
Chou helwee allahh,Positive,None
Chou helwin:p,Positive,None
Chou ra2ykoun l Joker houwe yla3bkoun? HAHA3HAHA3HA3 ,Positive,None
Chou ya helwinn,Positive,None
Clip clip ta3 dess chouf chou ne3im,Positive,Saying
Cousinte nezle mn ljnoub t tetzahar b beirut w3l2et hon w2al batal 3nda underwears Eltella i still have new boxers eza badik mesh lebison abel. I wont tag her 😂😂 #لبنان_ينتقض ,Positive,Joke
Da5il rabbak sho btefhaaaaaam 😍😍😍😍 ,Positive,None
dahaktine ktirr,Positive,None
Dakhlik ente chou mahdoume😍 ,Positive,Courtesy words
Dakhlik ente chou mahdoume😍 ,Positive,None
Dude aratet de7ek wa2ta fetet 3layyon like uhm the fuck? ,Positive,None
Eh natrik chi awe ktir ,Positive,None
eh w celine ktir cutie pie ,Positive,None
Ehh ktir😂😂😂 ,Positive,None
"emme bet 3ayyetlna ""beit bou sambousik"" ",Positive,None
Enno kif 😍😍😍😍😍 #theloveofmylife #GeneralMichelAoun #theloveofmylife #GeneralMichelAoun,Positive,None
Enteh ktir helweh,Positive,None
Exactly! Akh hal jeel kif HAHAHAHAH ,Positive,None
eza 15 seconds 3emlo hal hit kello chou 7a ya3mol l series ??? ... @NadineElRassi @PhilippeAsmar @NadineJaber ,Positive,None
Eza 8enneyet l musalsal la marwan khoury 3refo enu l musalsal helo. ,Positive,None
Eza 8enneyet l musalsal la marwan khoury 3refo enu l musalsal helo. ,Positive,None
Fesh aryab men hek😻😿 ,Positive,None
Fi kteer wjouh helwe 3a twitter lyommm allah yehmikon ,Positive,None
Friend : man chou sayir ma3ak nezil akel bel bouza wel sweets ? Me : mberi7 3emil se3ten sport 3am jarrib rawwe7on,Positive,Joke
Girl b beirut 3am belbos noss kemm what ,Positive,None
Good luck Saly Greig.. haz helo metel 3atoul ya lebnen #misslebanon #MissWorld2014 #misslebanon #MissWorld2014,Positive,None
Great hek ma me mnensah ktir iza sar fe harb. Innn ,Positive,Joke
Guys l 3alam l sawton helo &gt;&gt;&gt;&gt;&gt; ,Positive,None
HA ! Tiz baydte rebhet,Positive,None
Habbet kif lah tsir l seaa 3 w manne ne3ssene wouuw,Positive,None
Habibi ana ykhalilik 3ayltek w yen3ad 3layki w 3layon ,Positive,None
Habibi ana ykhalilik 3ayltek w yen3ad 3layki w 3layon ,Positive,None
Hahah fakaret zet l chi! ,Positive,None
Hahahaah habbet,Positive,None
Hahahah eh yalla 🚀 ,Positive,None
Hahahaha akidddd😌😉 ,Positive,None
Hahahaha eh wallah ,Positive,None
Hahahaha kteeer aweya liverpool mafiyoon hek :') ,Positive,None
Hahahaha ma hek!!! Ktir kbir 😂😂 ,Positive,None
Hahahaha maybe its weird bas believe me iza loubye b la7me w rez L laban 7eda ktir tayeb ,Positive,None
Hahahaha nazel 3laye el nashat el youm  doing sport 3a akher hal lel 😂😂 come join 😂 ,Positive,None
Hahahahah ktir b dahko ,Positive,None
Hahahahaha eh yalla ,Positive,None
Hahahahaha ehhh ,Positive,None
HAHAHAHAHA waw bsir metl soha kikano ,Positive,Joke
HAHAHAHAHAHA ataltineee ,Positive,None
Hahahahahahahaha ktir 3abeleeeeee ,Positive,None
Hahahahahahahaha ktir 3abeleeeeee ,Positive,None
HAHAHAHAHAHAHAHAHA SHU HAL NO3 HEDA ,Positive,None
Hahahahahahahahahahahahahahahahahaha ktir awiyye ,Positive,None
Hahahhaa Ahla shi  Hayda elli 3a rasek 😂 min ween jayebtee 👌🤣 ,Positive,None
Hahahhahahahaha akid haykkk naake 3 naaam ,Positive,None
Hahahhhaa Hayda elli besammo ja3dane 😂😂😂 ,Positive,None
Hahhaha kalemik l helo a7la cadeau ,Positive,None
Hala2 5edlak 3a akel b hal 3id,Positive,None
"Halla2 Yemkin ""Hayda Hake"" Byeshbah CHWAY Program Bassem Youssef..Mesh Mhem..El Mhem Eno El Program Men Awwal Hal2a Nejih..!! Great Job All",Positive,None
Hayda al haki al sah ,Positive,None
Hayda houwehhh l2esla777 wel teghyirr l7a2i2eh kbirrr yaaaa wazirnaaaaaa yaaa hami jaybetna men ser2et chariket etisalat @Harb_Boutros,Positive,None
Hayda jamel lebnen ajmal nesaa elard ,Positive,Courtesy words
Hayda jamel lebnen ajmal nesaa elard ,Positive,None
Hayda Lebanon 🇱🇧 kel shi fee magic 😂 ,Positive,None
Hayda tayar lnaser wil 7ak 2alah ye7mikon w ye7me sit lkel,Positive,None
Hayde lbenet 7afiz 3laya 😂 ,Positive,None
Helo chaklak!!!!!!! 😌 ,Positive,None
Helo chaklak!!!!!!! 😌 ,Positive,None
Helo kteer kteer kteer ,Positive,None
Her: Hayete elle shi helo abel ma nnem :$Him: 3asal Ya haram ma fe2 tene nhar ,Positive,Joke
Hessa hale chi ktir awe 😂 ,Positive,None
hi rje3et la hayete l tabi3ie. kifkon ? ,Positive,None
HOTO MTV HALA2 MARWAN HABIB ,Positive,None
I love it ktir mood daya3 kel season hahahaha ,Positive,None
i loveyou hbibt albi w ruhi anti ❤️ @kawtharhadaya ,Positive,None
i loveyou hbibt albi w ruhi anti ❤️ @kawtharhadaya ,Positive,None
I'm loving @YesserTayyara ktir lyom idk whyy,Positive,None
Ijit il kahraba bi beirut :))) ,Positive,None
ikr HAHAHAHA ken lezim nazil soura ,Positive,None
Iniesta chou hal la3ibbb,Positive,None
ismail ahmad kess e5to chou awe,Positive,Foul language
Italian guys ktir bi bako. ,Positive,None
jemelekkkk yaryouraaa😍😍 ,Positive,None
Kazem el saher ahla w ahdam w aklas 3alam #MBCTheVoice #MBCTheVoice,Positive,None
kellak aala baadak helo ,Positive,None
Kelshi b wa2to helo ✌ ,Positive,Saying
Ken bade naket hek chi😂😂😂 ,Positive,None
kenet last year ktir tetsalo taarafet aala el kil honik w mestelmin el groups this year ,Positive,None
Khwasre 3am youja3oune mesh 3erfe eza men l dehek aw men l akel,Positive,Joke
Kinte betjanene 😍😍😍 ,Positive,None
Knt ktir yenzal dam rehet al hospital w kouwyou.. sarle shi 3 years wala shi. ,Positive,None
Kteer 3am bedhak ,Positive,None
KTIIIRR HELO seret hadreto marten,Positive,None
Ktir 2weya luiz w alves wel chabeb na2eson camera 😂,Positive,None
ktir 7elo dress @elissakh #BIAF2014 #BIAF2014,Positive,None
Ktir 7elo😍 ,Positive,None
Ktir awe el monsieur avec @mayadiab mish Carlos wala haidak taba3 el m7atta.. ah esmo Nadim. ,Positive,None
Ktir awe hal video ,Positive,None
KTIR BHESS BYETLA3O SETS OF TWINS 😂😂😂😂😂,Positive,None
ktir bi dahhik el maw2af,Positive,None
Ktir bshil knefe mn aand sea sweet now ,Positive,None
Ktir daroure eno l 3asfe tkoun ktir awiye w nfaris l 5amis,Positive,Joke
Ktir hek Porto's GK ktir ! ,Positive,None
Ktir helo l taes ,Positive,None
Ktir helo lon l eclador taba3ke ,Positive,None
ktir tal3a mahdume bi 3eshk l nisa2 @nadinennjeim,Positive,None
Ktir 😂😂 bt fej2ine bi ur tweets kel marra 😂😂 ,Positive,None
L memes yale 3am yetla3o halla2 are out of this world. Te3it l nammoura 2ateltne 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ,Positive,None
La2 helo ktiiiiiiiiiiiiiiiir l shab !!!! #ctrop #ctrop,Positive,None
La2 ma fik tkun hal2ad betkhaze2 bel badle,Positive,None
lah helo short hair ,Positive,Courtesy words
Lakk ya 1000 halaaa 🤣😍 ehh hayda 7akee 🤣 ,Positive,None
Lama es7aaa men nawmmm Nadafe kel yawmmm Ma bensiya chou ma sar ,Positive,Saying
Lareine enteh ahla guitarist bel balad kaffeh da2 ktir helo da2ik really ,Positive,None
Le amir ktir helo?😂 badde yee please god😍,Positive,None
LEBANON ♥ ma fi metel beirut!! ,Positive,None
Leh l2aswat helwe ktir llayle?,Positive,None
Lezim eshab loto lyom haze ktirr helo ,Positive,None
Lhemkeh 3am yel3abo le3eb helo ktir,Positive,None
Liverpool dabe7 ,Positive,None
Lol daharet 🤣 yaret ,Positive,None
Lyom B2akkid Eno Reports @AkikiJoyce Ktir Moumayyazin !! Dakhlik 3ande Sou2al Zghir: Btetzakkare Chou Awwal Report 3melti Bel MTV?,Positive,None
ma 3m bet5ataaa ktir awiyee ,Positive,None
Ma atyabo ❤️ ,Positive,None
Ma ba3rf leh bas l tawouk yalle akalton halla2 keno extra delicious ,Positive,None
Ma baaref lech bass ktir bethamass aa the voice k.,Positive,None
Ma fe ahla men hawa #jnoub #jnoub,Positive,None
Ma fi ykoun jamelik hal2ad helo la anno bkhaf ma ye3la lsekareh ma3eh #latche beykha #latche,Positive,Joke
ma tenso tfouto 3al hemmem abel ma trouho long road trip w nchallah btetsallo on sunday ^^ *,Positive,None
Mabrouuukk Liverpool! ,Positive,None
Mahboube ktir w 3adad fanz bel insta twitter t5ata tolab yale keno ma3ik bi 2a2al mn 3 weeks.chou ra2yik bi natije ? #DriveAt5 #LeaMakhoul #DriveAt5 #LeaMakhoul,Positive,None
Man Salem Zahran man ktir bhebak ,Positive,None
Marco el soura ktir helwe w wad7a 7atta profile pic ,Positive,None
Mashrou' Leila 3ala Hayda Hake el layle  😻 ,Positive,None
May shop la kel sabiy3h bethess hala fashionista :p beirut rue hotel bristol @maybsat111 ,Positive,None
Me helo hek . W hek ... ,Positive,None
Meche koukiii ,Positive,None
Men aleb el forn w men kell albna. Men2elkoun sa7tein 3a albkoun. ☎️ 01-324222 or 71-228282 ☎️ #Boutata #eatmorepotatoes #BoutataLebanon #SimplyDelicious #bakedpotatoes #jacketpotatoes… https://www.instagram.com/p/Bt0_O16g5Db/?utm_source=ig_twitter_share&amp;igshid=14oqrg84334uf #Boutata #eatmorepotatoes #BoutataLebanon #SimplyDelicious #bakedpotatoes #jacketpotatoes,Positive,None
merci ktir ktir maxim😍❤❤❤ ,Positive,None
Merci 😍 la nchuf bass chou 7a yseer hall kam yom 😂 ,Positive,None
Merci 😍 la nchuf bass chou 7a yseer hall kam yom 😂 ,Positive,None
mich eder ontor ba2a bede jib vip ticket ,Positive,None
Mum nzlt mn car la tmr2ni mn l bineye al car bl shamsiye I mean ana met2akde zawjek ma by3melek hek shi hhhhhh my parents love me a lot ya rab hfazli yehun ,Positive,None
NAJIIBB ANA BHEBAK KTIR @NajibDagher1,Positive,None
Niyell el nes eli hodruk el layle w sem3o sawtak el helo❤ Akid walla3ta!!😊 Yeslamle albak♡ Bhebbak❤@zakichreif #زكي_شريف_ولعها_يا_جبلنا ,Positive,None
Oh my God chou awe hal zalame 😂😂😂😂😍😍😍 ,Positive,None
Oh 😍😍 fi ahla b Germany 🥺😅? ,Positive,None
Ohhh lalala chu hayda kino lizim ybusukon lol ,Positive,Sarcasm
ohhhhhhh . awiyye ktir hayde 😁😁😁😁 ,Positive,None
Ok ktir 3melet mni7 pneumo im so happy ,Positive,None
ok ma sme3et l lyrics ktir bas aam behke production wise i like it ,Positive,None
Okhti msafra w ha3mel haflaaa,Positive,None
OMG BADDAK TETJAWAZNE ? PAPI MHANDIS W MAAE MASARE KTIR Eza FEKRIK ana bensa chy gholtane ,Positive,Sarcasm
Pao ktir bhebbik ❤️ ,Positive,None
Pao ktir bhebbik ❤️ ,Positive,None
People like you give us hope 🙏🏻 ba3rif kaza hada hek w ktir bombosit bas a3rif Bravo and i really wish everyone can do that✌🏻 ,Positive,None
Ranoush sho hal 7ala hayda 3a feka ur cloth wala a7la especially ur shoes :) @Raniamazbouh ,Positive,None
Sa77 bwefe2 .agree😄😄 ,Positive,None
Saba7 l5er wlsalem beirut ,Positive,None
Saba7 l5er wlsalem beirut ,Positive,None
Sabah el thawra 😍 la kill el ma2ruseen / mab3useen mn el thawra lissa ma shefto shi 🥰 ,Positive,Sarcasm
Sabah l helo sabah l maamoul sabah l festo2 halabe ,Positive,None
Shakla ejet beirut w 3araset 😂 ,Positive,Joke
Shi ahla min el helo ,Positive,None
Shilo l maze7 bas mousalsal Myriam Fares ktir awe. The story is good!,Positive,None
Shou hal costume l helo bas 😪 ,Positive,None
Shu aam tehke ya zalame hayda naser ilehe esmo😂👏 ,Positive,None
Shu b7bk ya #beirut #beirut,Positive,None
Shu b7bk ya beirut 😍❤️🌲 ,Positive,Courtesy words
Shu hayda yale 2baliii wegik wala amar l leeeellllll?,Positive,Saying
Shu helo el wahad yetla3 bi taxi el soboh ykoun hatet CD elissa #HaletHob 😍 la w ma3o kil el cds kamen😍 good morning #HaletHob,Positive,None
Shu helo eno tnem w tnem w tnem w tehlam enak neyem w tou3a w terja3 tnem w tnem w tnem ..🙊l mohem goodnight.. ,Positive,Joke
Shu helo ykun fi wahad bel admissions 3arabe ktir bedhak ,Positive,Joke
Smalllaaaa hayda l matloub hahaha ,Positive,None
Ta3a la hebak chweh ktir 😌,Positive,None
Ta3e ana w yeke na3mello video Haram he's cute w twitter bale bizahe2 ,Positive,None
Ta3e ana w yeke na3mello video Haram he's cute w twitter bale bizahe2 ,Positive,None
That is a thawra b had zeta ,Positive,None
Tkheyalo yjibo wazir trbiya super byfham w ychlna ltarikh kello mn lprogramme ADEY WAW?!😍😍 BASS TKHEYALOOO ,Positive,None
Ufffff uffff la hayda esmo goalll hattrickk ronaldooo,Positive,None
W bhebo la moysy ktir ktir ,Positive,None
W eerr shou helo hal matchh😍😍😍😍 ,Positive,Foul language
W eerr shou helo hal matchh😍😍😍😍 ,Positive,Foul language
W howe ktir helo.  ,Positive,None
W khazza2nehon 3ala ardon 😌 Akh shu helo l INTISAAAR ❤️ ,Positive,None
W yimkin chi nhar u3a mn l nom la2i hadi bel farchi ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,Positive,Joke
Walla ana chakhsiyan ktir fakhoura bi baladiyit beyrouth! Maddidoula!,Positive,None
Waynik? -Bl beit -chou 3am te3mle? -machi -jeye etsala ma3ik.,Positive,None
Wel3aani with ma3 3aylet #Alama  🔥😍 #ElliBaana @raghebalama @jihanalame @khaledralama @louaialama @Beirut Lebanon https://www.instagram.com/p/BqXCFeWHsRV/?utm_source=ig_twitter_share&amp;igshid=n100s7gsfqns #Alama #ElliBaana,Positive,None
wel3aneee ya babyyyyyy b beirut,Positive,None
Wlak yo2borne allaaaaa #MBCTheVoice #فريق_عاصي #MBCTheVoice,Positive,None
Wlik chou hal hadame ya nadineeeeeee @nadinennjeim,Positive,None
Wow chou helo el mdarajet ;o ,Positive,None
Wow hayda goal !,Positive,None
woww ktir 7elo😍😍 ,Positive,None
Ya ala ktir bhebon,Positive,None
Ya alla chou helwe rihit l iFoss bl chatwiye 😍 ,Positive,None
Ya alla chou helwe rihit l iFoss bl chatwiye 😍 ,Positive,None
ya alla hal shab sawto ktir 7elo metlo ,Positive,None
Ya allah ayshek queen ,Positive,None
ya allah enta w batnak hahahaha ,Positive,Joke
Ya hala bel 7abayeb... #Tfaddalo! #morning #coffee in the #village. #LebaneseCoffee @Lebanon https://www.instagram.com/p/BqY0LgNhqZB/?utm_source=ig_twitter_share&amp;igshid=1oz9c58n0ncpl #Tfaddalo #morning #coffee #village #LebaneseCoffee,Positive,None
Ya wayle chu helo l goal #france #spain @KarimFKhanafer #france #spain,Positive,None
Ya3neh cherket samaaaaaaa hiyeh lreb7aneh l akbar cz fi ktir 3alam chtaro lcart w halla2 ha yedfa3ouloun to3wid hahahahha so reb7anin,Positive,None
Yaaa hahahahahahaha w er shu hayda ðŸ˜‚,Positive,Foul language
yaaaaaqa wli kif zekra ,Positive,None
Ye3ne mich edra eskout..chou hal edmen 3a mousalsal 3echeknisa2..ma be2dar 2affeee wala episode.👍 @Wardoudi @nadinennjeim @PhilippeAsmar 💕,Positive,None
Yekhreb bayta jawza shu helo 😋🤣 ,Positive,None
Yes yes pls kelkon tla3o 3a faraya barke bi kheff daghet el 3alam bi Beirut yes do it bravo thank you ,Positive,Sarcasm
Yi waw sar 3nna 7koume :'),Positive,None
ykhalili hal 3youn 😘 ,Positive,None
yummy akalet akel 3arabeh w shrebet ahweh😂👌👌3 weeks bala hal shi,Positive,None
🤣🤣🤣🤣 ktir byechbaho ba3d ka2anon tom ,Positive,None
😃 thanks thats sweet kif bedna nehkike private ,Positive,None
